ID,PhoneNumber,CompanySize,WebsiteVisits,EmailOpens,EmailClicks,LeadSource,Customer
4906711,1-764-107-2546,203,6,6,3,Adwords,No
3534757,6-170-537-2333,208,7,4,1,Print,No
9827135,0-735-246-1243,137,6,4,1,Print,No
6051880,3-426-165-5634,150,6,5,2,Tradeshow,No
2013899,2-326-631-2465,100,3,2,5,Tradeshow,No
5857099,8-207-712-5477,175,6,2,0,Tradeshow,No
7218727,0-785-644-8283,131,4,2,5,Tradeshow,No
0146731,5-454-855-6248,233,7,3,4,Tradeshow,No
1853435,5-178-125-3714,151,6,4,2,Tradeshow,No
3582429,8-826-174-4364,97,12,22,7,Adwords,Yes
4431137,2-018-248-4477,220,5,7,1,Print,No
0086802,1-671-507-7721,181,3,5,1,Print,No
3705866,0-107-577-5782,75,19,25,10,Tradeshow,Yes
5670398,1-031-672-3752,148,3,7,2,Tradeshow,No
6859840,1-224-224-1163,116,5,4,4,Print,No
2738049,0-848-535-4551,164,7,3,4,Tradeshow,No
2430757,3-176-201-2368,237,2,7,0,Print,No
8431153,0-733-136-3543,94,7,7,2,Webinar,No
0193511,2-056-335-1436,191,6,5,3,Print,No
5254746,4-720-410-3238,88,25,5,5,Adwords,Yes
5410333,5-124-345-3000,165,3,5,2,Adwords,No
3243829,4-768-062-8843,142,2,3,3,Tradeshow,No
2300103,8-785-124-8851,208,3,6,5,Print,No
9917741,8-415-342-8875,177,5,5,5,Print,No
0678780,6-708-552-0341,96,7,4,4,Print,No
3725536,4-584-288-0418,66,20,7,9,Webinar,Yes
9519220,5-304-668-6204,99,4,5,5,Adwords,No
8145345,0-046-226-1076,61,24,22,13,Adwords,Yes
4337236,3-486-434-2881,128,5,2,2,Print,No
1358912,2-872-070-2071,219,4,6,1,Print,No
9304891,2-627-441-6818,56,21,17,3,Tradeshow,Yes
1169708,6-316-444-8878,174,7,6,0,Adwords,No
5871498,4-600-845-0384,146,6,2,3,Webinar,No
3283574,2-671-141-2128,122,4,7,5,Adwords,No
7172377,1-256-847-3383,181,2,5,3,Print,No
7243580,4-774-417-8122,152,5,5,3,Print,No
9702043,3-557-144-8765,74,5,21,11,Adwords,Yes
2871264,3-447-101-5352,135,3,4,0,Print,No
9903978,5-801-514-4526,186,2,3,4,Print,No
7955678,3-704-858-7373,113,5,7,5,Webinar,No
5775148,8-170-773-0157,107,7,2,0,Webinar,No
2371807,4-413-744-2756,221,4,6,0,Adwords,No
4543894,7-782-340-8305,101,5,7,5,Tradeshow,No
5029840,2-253-757-2408,73,16,19,9,Adwords,Yes
7236135,4-142-086-8484,79,7,15,9,Tradeshow,Yes
8206387,6-741-681-6021,119,6,5,0,Print,No
8559551,4-510-821-6787,228,7,5,5,Tradeshow,No
8755632,7-025-571-6418,80,14,5,12,Adwords,Yes
9663714,3-475-448-0876,122,6,6,2,Tradeshow,No
1359054,7-842-280-0045,200,6,2,5,Print,No
2472378,4-252-528-0322,50,27,13,14,Webinar,Yes
4886716,7-062-506-5705,184,4,6,3,Tradeshow,No
2695534,6-157-807-7186,153,3,3,0,Adwords,No
5943817,7-635-572-1874,55,11,14,10,Webinar,Yes
0914981,8-878-782-1513,213,5,2,1,Webinar,No
0771879,8-102-187-2030,92,25,8,3,Webinar,Yes
1291793,4-085-758-7026,84,14,12,11,Adwords,Yes
7775211,8-647-561-8201,161,3,4,1,Adwords,No
5278769,0-820-067-1764,98,7,7,0,Tradeshow,No
6112668,0-075-318-4202,96,7,2,2,Tradeshow,No
9005236,2-783-547-8482,144,4,5,0,Tradeshow,No
4326308,0-018-774-6576,227,5,3,0,Tradeshow,No
1338111,3-418-528-6174,59,24,13,10,Tradeshow,Yes
0108849,0-156-502-4354,83,15,19,6,Webinar,Yes
8753957,8-868-816-1640,99,5,4,3,Webinar,No
3163078,4-851-807-0074,90,7,3,4,Print,No
5660077,4-360-644-6143,71,5,10,13,Adwords,Yes
2375191,7-235-164-0047,96,4,2,1,Webinar,No
1203917,8-028-077-2477,114,3,6,4,Adwords,No
1269795,3-603-144-3688,221,4,4,0,Print,No
1108688,8-735-351-8233,176,6,6,0,Tradeshow,No
5217432,4-741-532-5726,141,5,5,4,Tradeshow,No
4339029,5-428-107-2340,121,4,3,2,Print,No
6064437,5-063-508-8667,126,6,5,0,Print,No
2904090,0-846-888-2420,244,2,2,0,Webinar,No
8731261,4-367-758-0885,87,3,3,3,Webinar,No
9251973,4-405-111-3001,244,2,6,2,Tradeshow,No
6557688,4-752-078-2340,158,4,6,3,Print,No
1641602,2-250-032-1148,199,2,5,5,Print,No
4870494,3-463-226-4885,94,3,7,0,Tradeshow,No
8199329,2-605-521-4461,85,23,19,4,Adwords,Yes
5998851,5-063-877-6507,98,26,22,6,Webinar,Yes
9745710,2-321-874-6527,146,6,7,0,Webinar,No
6111059,7-462-430-1327,94,29,7,12,Tradeshow,Yes
0405850,3-144-884-2305,204,4,7,0,Print,No
9039806,6-217-536-7166,204,3,7,4,Tradeshow,No
1732218,2-020-117-2275,245,4,4,5,Adwords,No
3366294,8-534-256-0646,212,3,2,4,Print,No
1110136,5-560-074-3517,55,12,18,4,Adwords,Yes
5718393,6-311-234-2138,101,3,5,4,Tradeshow,No
1805727,1-551-885-4567,222,5,7,4,Print,No
0357259,3-810-701-0258,179,5,2,2,Tradeshow,No
0829703,8-283-171-3887,146,5,2,1,Tradeshow,No
0806537,5-382-181-3077,159,7,3,5,Adwords,No
1477976,2-080-726-8020,194,2,5,5,Print,No
1033705,5-661-711-4174,51,21,11,13,Webinar,Yes
1345477,7-230-226-5782,181,7,7,2,Print,No
5873168,2-765-160-7258,61,26,6,9,Adwords,Yes
0912137,2-134-810-1720,61,17,5,10,Webinar,Yes
2480489,3-564-170-6444,161,2,5,3,Adwords,No
7180498,5-255-037-5581,215,5,3,3,Print,No
1963707,8-321-815-8135,176,3,5,0,Print,No
2787666,1-622-462-7344,187,7,6,0,Webinar,No
3608215,2-334-714-6753,204,3,7,2,Webinar,No
3149377,6-106-807-6430,202,7,6,1,Tradeshow,No
0086382,0-181-260-1176,121,2,4,5,Print,No
2032568,3-663-447-4641,229,7,4,4,Print,No
9282661,7-534-073-2886,146,4,4,1,Tradeshow,No
9517789,7-160-344-4720,72,12,8,7,Webinar,Yes
9462357,0-664-656-3601,110,4,4,4,Webinar,No
5621985,6-451-087-1070,210,7,7,3,Webinar,No
5184113,1-611-611-8468,200,7,7,0,Webinar,No
9707691,3-328-402-6562,112,3,4,2,Print,No
7393035,2-037-718-7474,135,7,5,4,Tradeshow,No
0202585,6-218-211-0207,100,7,3,5,Tradeshow,No
7145002,2-146-558-4306,82,19,11,9,Adwords,Yes
0007163,5-606-768-6204,73,12,28,7,Webinar,Yes
4842187,3-761-584-7472,125,5,5,5,Adwords,No
5099683,4-620-038-8140,77,22,22,6,Adwords,Yes
4625163,4-824-102-3158,182,3,5,1,Print,No
0861800,7-570-542-6858,84,28,23,9,Print,Yes
0895457,0-076-556-1275,194,7,6,3,Adwords,No
2229665,5-530-438-3627,53,18,16,14,Print,Yes
4031313,8-660-140-0557,86,27,19,3,Adwords,Yes
0680882,1-875-017-8472,138,6,2,4,Webinar,No
6618007,7-365-016-6382,57,23,26,6,Adwords,Yes
3996565,2-644-777-3116,76,26,24,11,Print,Yes
7026158,8-864-370-8211,230,5,4,3,Tradeshow,No
6897621,4-314-384-2161,95,4,2,0,Tradeshow,No
1364915,1-444-762-1801,148,4,3,4,Print,No
1710350,8-155-580-5672,120,6,5,1,Tradeshow,No
7075753,1-574-583-5383,237,2,5,0,Tradeshow,No
1732808,7-054-378-8217,117,6,4,3,Tradeshow,No
5922349,6-036-534-3800,125,5,6,3,Print,No
4902722,5-644-041-8827,111,5,2,5,Print,No
4522041,2-267-552-1714,224,5,6,5,Print,No
4034179,0-840-100-1240,129,3,6,3,Print,No
0005948,4-555-115-2764,128,5,4,4,Print,No
7831380,8-462-358-2041,85,2,5,5,Tradeshow,No
0977676,6-680-620-2253,88,8,19,9,Adwords,Yes
1410409,6-416-625-1720,70,24,28,6,Adwords,Yes
5980498,0-403-383-5256,137,5,6,5,Tradeshow,No
0776455,0-230-030-1743,85,4,6,3,Tradeshow,No
2464092,2-353-035-2072,219,4,5,1,Tradeshow,No
0540105,2-538-586-4602,91,6,7,4,Webinar,No
9615958,5-865-215-3772,147,2,6,3,Webinar,No
2232844,0-814-581-6806,60,23,25,3,Tradeshow,Yes
4967728,3-725-451-6734,248,4,7,4,Webinar,No
4789414,7-418-271-6783,197,6,6,5,Adwords,No
3229956,8-250-870-4175,236,7,6,3,Tradeshow,No
3188499,7-714-352-5050,99,23,9,5,Webinar,Yes
0548761,7-572-533-3144,131,5,4,4,Tradeshow,No
2970540,3-335-640-2734,227,4,2,2,Print,No
6359696,2-516-750-5777,86,6,4,5,Adwords,No
9046520,6-660-785-3452,181,4,4,3,Adwords,No
3484401,2-621-374-2725,226,7,5,1,Print,No
1931008,0-008-134-5877,189,4,2,2,Webinar,No
7160053,1-707-675-5444,90,29,28,7,Webinar,Yes
9189565,0-824-020-2070,160,2,6,3,Webinar,No
7352886,4-086-377-4827,85,5,2,3,Tradeshow,No
2690509,5-017-225-2278,238,7,2,5,Print,No
6083132,3-782-522-4846,55,7,28,12,Webinar,Yes
6925474,7-628-278-8547,154,7,7,5,Adwords,No
6921456,5-228-600-6400,89,2,5,1,Tradeshow,No
6237349,2-586-451-4318,157,6,6,1,Print,No
6952807,8-847-888-5583,112,7,3,2,Print,No
0375515,7-224-832-3068,96,6,7,5,Print,No
9287910,6-077-633-1275,182,2,7,4,Print,No
1381654,1-614-041-3688,216,7,5,4,Print,No
9153441,8-013-884-5558,153,6,4,3,Print,No
0826463,5-232-585-8287,124,6,5,3,Adwords,No
3505960,2-360-037-7735,153,3,7,4,Adwords,No
6850549,7-611-861-3171,202,5,7,2,Adwords,No
9196135,8-023-347-0172,100,7,6,5,Tradeshow,No
3402162,7-287-888-8830,214,4,2,1,Tradeshow,No
0829124,3-070-552-4734,140,3,2,5,Print,No
7392584,3-418-672-5208,199,3,3,1,Print,No
5167958,8-585-003-6563,196,6,7,0,Webinar,No
1217264,6-162-223-4762,186,6,6,3,Adwords,No
8149906,3-576-237-8084,211,7,5,3,Webinar,No
0994745,5-675-166-1547,105,3,6,1,Print,No
8408935,0-135-606-7264,192,2,6,4,Print,No
4770380,1-622-233-1485,244,7,6,0,Tradeshow,No
7027205,7-831-717-4630,183,7,2,1,Adwords,No
4484052,4-641-763-4577,187,6,4,4,Print,No
3814456,6-868-342-4753,59,9,20,6,Webinar,Yes
7477599,0-347-422-8668,72,10,17,8,Adwords,Yes
6982046,2-514-233-1563,207,4,7,1,Adwords,No
8268091,7-816-746-8321,237,2,5,5,Print,No
5680564,2-251-021-1840,149,2,6,0,Tradeshow,No
8771768,8-145-526-5417,149,2,6,4,Print,No
8179104,7-876-182-2307,185,6,4,2,Webinar,No
4246955,6-570-885-3684,203,2,6,5,Tradeshow,No
6698720,3-618-714-4323,121,3,2,2,Webinar,No
9628248,0-383-200-6644,114,2,5,4,Tradeshow,No
3423090,5-837-244-3754,230,7,4,1,Tradeshow,No
4571639,2-447-825-5867,207,2,5,5,Webinar,No
7618849,1-558-128-2011,188,2,2,3,Tradeshow,No
7956731,0-472-017-5558,53,19,16,11,Tradeshow,Yes
9871668,6-851-050-2841,152,2,7,1,Print,No
0579841,2-364-643-2271,56,22,16,14,Adwords,Yes
1559110,4-344-614-0134,181,2,3,1,Tradeshow,No
9480180,0-170-517-2736,177,6,6,5,Webinar,No
1180913,8-701-402-8486,87,8,15,6,Adwords,Yes
1196156,8-645-670-5180,165,2,4,5,Print,No
8544896,3-827-423-4356,94,3,3,1,Print,No
9943373,1-764-350-6387,212,4,4,4,Print,No
6989372,1-880-354-1688,84,6,14,11,Webinar,Yes
5165722,1-160-205-3774,97,28,5,5,Tradeshow,Yes
9136250,5-622-113-8033,80,18,28,7,Tradeshow,Yes
6578531,1-507-773-4534,199,6,5,2,Webinar,No
2462605,1-550-036-3836,233,6,5,0,Print,No
3266175,4-456-870-4783,199,3,4,0,Print,No
0428983,0-263-076-1654,115,2,2,3,Tradeshow,No
4222195,2-375-312-6634,56,15,10,7,Adwords,Yes
8579787,6-316-116-4317,227,7,5,0,Print,No
3015637,2-077-306-8820,103,2,5,4,Webinar,No
3276650,4-427-087-0070,198,2,6,3,Webinar,No
1671946,6-718-866-5727,158,7,5,2,Tradeshow,No
5131542,6-480-300-1435,136,2,3,5,Webinar,No
9926651,5-075-558-5301,137,4,2,3,Tradeshow,No
1559379,4-036-410-3204,74,5,27,9,Adwords,Yes
1124015,2-373-388-8720,181,7,2,4,Tradeshow,No
6103058,8-217-352-8574,222,7,3,5,Tradeshow,No
8398405,7-612-840-5728,79,18,27,9,Adwords,Yes
7614358,1-240-311-5287,64,25,25,9,Webinar,Yes
8257097,3-428-024-4284,177,3,3,5,Adwords,No
0319832,7-700-868-7177,130,3,3,5,Print,No
6611230,6-136-574-6680,89,6,13,6,Webinar,Yes
0373015,8-864-423-6466,225,3,7,5,Print,No
8090568,3-356-572-4132,236,2,6,3,Print,No
0087853,8-136-535-8683,203,2,5,5,Webinar,No
2349645,4-203-701-4267,125,6,3,0,Print,No
8673732,8-728-324-8527,100,2,7,5,Tradeshow,No
3065666,2-764-427-6034,134,5,2,2,Tradeshow,No
9823106,6-145-245-4667,155,6,2,2,Print,No
3774884,4-205-638-8682,80,29,27,3,Adwords,Yes
7367201,6-106-331-0651,111,6,4,4,Tradeshow,No
8332899,1-210-040-6023,90,5,7,13,Adwords,Yes
2801331,4-405-575-2567,203,6,2,2,Tradeshow,No
0544809,8-141-615-1065,223,5,2,0,Adwords,No
3139652,7-233-311-2375,227,5,4,0,Print,No
1944845,4-576-214-1352,224,5,6,3,Tradeshow,No
8149762,2-444-762-2764,127,7,7,0,Tradeshow,No
1305708,0-738-642-7101,69,21,9,11,Adwords,Yes
8311372,5-175-663-8455,126,3,4,1,Print,No
8433774,6-622-801-8654,51,13,14,13,Webinar,Yes
6643580,8-622-780-0705,99,2,6,5,Print,No
0042992,6-208-818-8176,132,7,7,5,Print,No
4824023,7-566-585-1657,238,3,2,3,Tradeshow,No
4732419,2-350-232-0124,231,5,2,1,Print,No
9925742,4-643-183-3575,124,7,2,2,Tradeshow,No
0113410,5-808-858-6622,202,5,6,2,Print,No
6142711,0-455-611-4408,205,2,4,5,Adwords,No
1359430,3-085-785-6506,123,6,5,1,Print,No
2988490,2-110-441-5320,221,3,2,0,Tradeshow,No
7921432,4-060-467-7610,84,14,11,13,Webinar,Yes
2319158,4-075-833-8383,166,6,2,4,Tradeshow,No
6054288,6-034-585-6181,113,7,6,4,Webinar,No
2414106,6-685-016-0850,151,5,2,1,Print,No
8189557,4-827-335-1283,151,5,3,0,Print,No
7205392,7-875-661-2053,88,14,13,11,Tradeshow,Yes
4018809,5-440-064-3670,242,7,7,1,Tradeshow,No
5216867,6-503-482-3221,104,7,6,2,Webinar,No
2100905,1-431-630-5077,73,26,9,14,Webinar,Yes
0500612,0-306-754-3271,67,16,17,6,Adwords,Yes
7039991,2-716-302-8811,62,8,11,12,Print,Yes
6651204,5-074-075-3322,148,4,5,1,Print,No
8823418,8-728-131-0386,123,4,3,3,Webinar,No
8178104,0-041-483-7140,113,6,2,1,Print,No
9204982,0-770-731-4385,120,6,3,3,Adwords,No
1385327,3-054-615-2730,89,13,11,14,Adwords,Yes
7054858,8-163-457-4131,241,2,6,4,Tradeshow,No
0878617,1-110-688-6830,72,13,28,10,Webinar,Yes
1005330,2-538-166-8700,206,2,4,0,Tradeshow,No
3937019,4-703-625-6855,140,3,4,2,Tradeshow,No
8438614,7-055-757-1728,155,5,4,2,Print,No
2138710,3-031-712-0848,235,3,7,2,Tradeshow,No
6405340,4-062-503-7813,96,5,8,7,Tradeshow,Yes
2852632,8-213-507-6608,135,6,4,5,Webinar,No
8625804,3-128-510-4151,198,2,7,1,Webinar,No
0923967,0-741-837-2644,162,2,6,3,Adwords,No
9194420,1-570-522-7303,89,3,7,0,Print,No
4802269,6-378-045-1647,130,2,3,3,Tradeshow,No
2929500,7-315-412-1540,177,2,6,2,Print,No
8330255,7-124-715-6865,82,9,20,4,Adwords,Yes
2156398,4-585-148-1581,169,5,5,1,Print,No
3526371,2-488-465-5864,109,4,7,0,Print,No
3940261,7-876-233-1462,139,6,6,1,Webinar,No
9308115,1-745-888-1634,140,2,6,5,Print,No
0494335,4-726-377-8438,226,7,4,4,Tradeshow,No
3406016,2-653-301-8038,211,4,7,1,Tradeshow,No
3508562,2-233-733-5764,233,7,3,4,Tradeshow,No
2042561,1-567-333-7403,79,11,25,13,Webinar,Yes
7364750,2-111-812-8885,227,2,2,3,Tradeshow,No
5677658,7-217-388-0427,158,4,2,4,Tradeshow,No
3740611,7-641-675-1774,232,7,2,0,Tradeshow,No
3351984,6-647-874-7513,77,9,21,11,Webinar,Yes
7904165,0-223-764-1873,65,9,6,12,Adwords,Yes
2214243,8-030-164-1677,83,20,11,12,Adwords,Yes
4746688,8-566-648-1762,201,5,7,0,Print,No
9418951,5-465-048-3175,192,4,4,4,Adwords,No
6695850,1-572-816-5234,77,18,6,14,Webinar,Yes
9005786,3-342-118-2200,158,3,7,4,Tradeshow,No
4255672,8-335-744-7477,111,2,3,5,Print,No
4148300,3-567-535-3186,69,17,14,7,Tradeshow,Yes
4096923,3-514-028-2724,247,4,4,0,Print,No
3148795,0-183-707-5885,181,2,6,5,Print,No
1831442,6-165-545-5628,117,3,2,4,Tradeshow,No
3163873,2-713-108-6320,112,6,7,4,Tradeshow,No
1261286,4-316-271-7887,89,7,3,2,Tradeshow,No
3599780,7-104-284-8886,93,12,5,9,Webinar,Yes
5293049,6-328-361-6183,246,2,6,4,Webinar,No
