ID,State,PhoneNumber,WebsiteVisits,CompanySize,EmailOpens,EmailClicks,LeadSource,Customer
2929500,North Carolina,6-652-751-2285,2,146,2,2,Print,No
1458500,Connecticut,1-210-885-1380,16,121,2,7,Print,No
5496268,Connecticut,3-446-272-6701,7,76,5,8,Tradeshow,Yes
1244279,Connecticut,1-846-862-2683,8,71,5,5,Webinar,Yes
5755994,Connecticut,6-548-675-6140,14,95,5,6,Print,No
3526371,Illinois,6-666-062-8101,14,111,3,2,Print,No
4756524,North Carolina,5-203-342-7874,17,114,13,6,Print,No
1381654,Oregon,6-386-321-3214,2,89,8,5,Print,No
7039991,Connecticut,7-403-016-4057,6,83,24,10,Webinar,Yes
8366431,Indiana,5-185-428-7285,16,114,18,1,Print,No
7489917,Illinois,5-715-338-8020,8,60,28,10,Webinar,Yes
9218916,North Carolina,3-067-324-1561,4,131,2,8,Tradeshow,No
1269795,Vermont,2-151-237-5273,15,109,3,5,Print,No
1963707,Georgia,0-583-780-4158,15,120,7,6,Print,No
2908903,Maryland,2-448-023-5527,17,112,4,5,Adwords,No
6859840,Colorado,7-001-770-4811,6,136,16,7,Print,No
6695850,Pennsylvania,2-682-774-0585,10,98,24,10,Adwords,Yes
8803432,Connecticut,0-013-456-5808,9,91,9,8,Webinar,Yes
9654858,Connecticut,3-051-732-4035,10,53,15,12,Webinar,Yes
6911921,Maryland,0-481-807-8014,14,82,6,0,Tradeshow,No
3702909,Oregon,4-584-611-6353,10,72,19,14,Print,Yes
8644303,Montana,8-584-231-8847,9,108,11,3,Print,No
8167016,North Carolina,1-221-000-4272,6,136,6,0,Tradeshow,No
7392584,Illinois,5-285-037-6315,14,123,3,8,Print,No
2867111,Ohio,5-414-205-5735,8,133,12,1,Tradeshow,No
7955678,Delaware,3-366-322-4741,16,91,12,8,Adwords,No
5870695,Connecticut,1-330-175-6836,13,148,3,8,Print,No
0675996,Colorado,8-351-616-6327,4,140,18,8,Webinar,No
4716857,Ohio,8-481-180-6557,24,61,29,12,Webinar,Yes
3033319,Pennsylvania,3-034-768-4147,7,94,19,6,Adwords,Yes
4736201,Oregon,1-152-673-4368,7,109,13,8,Tradeshow,No
7589459,Pennsylvania,1-028-664-1330,14,118,11,1,Tradeshow,No
9101635,Montana,8-364-371-4402,17,99,5,6,Tradeshow,No
5410333,Illinois,2-483-470-3514,3,81,12,7,Print,No
6557688,Vermont,6-258-361-4054,16,77,5,8,Tradeshow,No
9153441,Connecticut,4-460-453-5427,8,103,11,2,Tradeshow,No
0579841,Delaware,2-017-158-4076,11,56,14,3,Print,Yes
3163078,Illinois,1-633-362-6258,10,117,9,2,Print,No
4134850,New York,2-214-142-1452,3,111,5,6,Tradeshow,No
3266175,Colorado,1-246-880-8003,4,134,4,5,Print,No
1169708,Maryland,0-246-480-0428,4,148,15,6,Print,No
2970540,Vermont,3-231-528-4412,16,106,3,4,Tradeshow,No
8948649,North Carolina,6-313-468-6834,14,90,19,2,Webinar,No
8131691,North Carolina,1-303-170-5825,13,91,24,13,Tradeshow,Yes
6643580,Colorado,5-253-125-6400,17,88,5,4,Print,No
8731261,New York,2-355-884-5000,6,142,4,6,Adwords,No
2904090,Colorado,0-777-623-5466,2,113,2,4,Adwords,No
7921432,New Jersey,2-072-622-4888,6,62,26,13,Adwords,Yes
0086802,Montana,1-020-334-5816,13,128,16,4,Tradeshow,No
2523840,Delaware,2-734-406-6542,19,73,27,9,Print,Yes
3164364,Pennsylvania,8-425-304-4275,11,93,12,0,Webinar,No
1213510,Delaware,6-741-020-7051,5,83,16,3,Print,No
7617087,Pennsylvania,8-588-617-5087,13,128,8,3,Print,No
1241313,Vermont,4-153-770-7706,9,95,13,2,Adwords,No
8961236,North Carolina,2-678-422-3100,8,149,2,1,Tradeshow,No
5985632,Vermont,7-754-234-2376,22,97,6,14,Adwords,Yes
9678183,Georgia,4-502-624-4000,3,112,6,7,Print,No
2414106,Pennsylvania,8-346-308-4210,8,101,7,2,Tradeshow,No
4824023,Connecticut,5-603-526-5470,5,111,11,4,Webinar,No
5029840,Indiana,3-065-822-6112,27,86,5,6,Tradeshow,Yes
6990837,Maryland,4-711-342-5568,2,88,10,6,Print,No
8673732,Oregon,1-766-401-1181,14,91,5,4,Webinar,No
3053100,Virginia,1-251-143-4111,19,50,29,10,Print,Yes
2008927,North Carolina,7-140-030-3034,4,83,10,7,Adwords,No
9943373,Illinois,5-052-145-2171,4,125,2,6,Tradeshow,No
3705866,Connecticut,8-623-547-0714,20,96,11,12,Webinar,Yes
6064437,Vermont,6-566-522-4042,6,86,5,4,Print,No
2390480,Indiana,3-258-366-3475,16,142,12,0,Adwords,No
8268091,Montana,7-351-760-5052,17,91,6,6,Print,No
9241878,New Jersey,6-332-465-5540,28,72,11,5,Adwords,Yes
0806537,Montana,8-300-646-7783,12,82,7,0,Print,No
7956731,Maryland,5-243-133-6101,22,90,10,7,Webinar,Yes
2239700,Maryland,6-314-071-6606,9,129,14,7,Print,No
5454595,Georgia,0-805-747-0267,6,74,7,7,Adwords,Yes
6531667,Delaware,4-203-670-4315,6,95,2,6,Print,No
1217264,Montana,7-150-326-2206,12,85,9,8,Print,No
0193511,Montana,3-562-782-1578,10,91,10,6,Print,No
5080354,Vermont,5-721-111-2036,14,144,19,0,Print,No
4261267,Vermont,0-005-863-2585,9,129,19,8,Webinar,No
6405340,Indiana,0-615-661-3377,16,89,28,12,Webinar,Yes
4789414,Montana,5-133-721-7105,16,130,6,5,Print,No
3378930,Vermont,1-305-655-8411,5,142,8,4,Tradeshow,No
2300103,Vermont,6-003-616-3554,6,101,14,4,Tradeshow,No
3402162,Vermont,0-687-868-2268,15,123,9,4,Webinar,No
3462032,Delaware,4-140-076-6866,19,81,5,13,Tradeshow,Yes
4773805,Connecticut,1-013-171-0421,5,82,7,5,Print,No
9827135,Maryland,8-405-302-2451,6,96,2,7,Print,No
1236015,Vermont,8-361-480-3637,19,54,29,6,Adwords,Yes
1338111,Maryland,6-721-621-0067,28,91,25,14,Webinar,Yes
8090568,Delaware,3-668-785-6774,14,108,15,3,Print,No
8536967,New Jersey,5-664-111-7176,25,93,6,5,Adwords,Yes
3688697,Oregon,4-174-853-4720,4,119,8,8,Tradeshow,No
6528964,Montana,1-818-516-4308,16,105,5,5,Adwords,No
6620588,Pennsylvania,5-113-537-4134,9,57,12,3,Adwords,Yes
7521035,Delaware,4-810-501-7863,9,120,19,8,Tradeshow,No
2752245,Oregon,3-086-873-4853,11,52,21,14,Webinar,Yes
9196135,Colorado,5-511-278-0853,7,122,14,3,Tradeshow,No
0862094,Oregon,6-646-504-7156,13,132,3,5,Tradeshow,No
4402456,Ohio,8-434-802-1320,7,85,11,4,Tradeshow,No
1411128,Montana,6-184-112-5160,16,76,3,4,Tradeshow,No
9926651,Oregon,0-524-128-6176,6,146,13,5,Tradeshow,No
8433774,Colorado,7-683-613-1223,17,144,24,11,Print,Yes
7618849,Delaware,0-536-556-1148,14,139,6,2,Tradeshow,No
0313396,New York,6-402-017-0162,4,135,12,3,Print,No
1486175,New Jersey,6-581-303-8317,4,109,11,5,Adwords,No
5161030,Montana,7-850-087-5623,18,90,16,7,Adwords,Yes
3508562,Georgia,2-700-323-0503,15,109,5,7,Webinar,No
3563556,Pennsylvania,0-457-203-0330,7,83,5,11,Adwords,Yes
0375515,Oregon,3-147-341-6554,13,92,17,7,Print,No
9745710,New Jersey,3-174-058-4828,11,113,7,7,Adwords,No
3534757,Georgia,1-050-068-1086,5,94,8,1,Tradeshow,No
5680564,Montana,1-677-846-3750,8,105,11,7,Webinar,No
5977590,New Jersey,3-301-866-8460,2,118,7,3,Webinar,No
4096923,Vermont,1-374-313-2801,11,118,15,6,Print,No
0868886,Vermont,6-718-830-5843,3,142,14,7,Print,No
0409689,Georgia,3-271-442-8413,3,96,15,0,Adwords,No
9914238,Colorado,8-003-234-0802,14,97,10,2,Adwords,No
6921456,Oregon,8-286-161-6656,8,112,19,0,Webinar,No
2229665,Montana,7-340-483-5063,11,72,17,8,Webinar,Yes
9418951,Vermont,7-267-803-8341,9,80,15,7,Print,No
4842187,Illinois,2-733-204-2468,7,127,3,0,Print,No
0544809,Connecticut,3-560-065-8310,3,89,7,5,Print,No
2042561,New York,6-856-430-6447,9,94,19,6,Adwords,Yes
8398523,New York,7-556-635-8433,7,136,13,5,Adwords,No
8672851,Ohio,2-325-785-1718,14,66,11,8,Webinar,Yes
1203917,Oregon,1-207-036-3758,4,99,2,5,Print,No
0302643,Connecticut,3-700-563-7704,12,73,5,8,Webinar,Yes
3148795,Montana,8-084-677-4404,17,140,11,4,Print,No
0801189,Virginia,5-216-882-5750,4,145,7,4,Print,No
2897903,New York,4-717-068-5068,28,83,10,5,Print,Yes
6983522,Virginia,7-333-373-5266,3,123,4,0,Tradeshow,No
1480374,Illinois,0-583-404-6023,17,138,3,2,Adwords,No
5099683,Delaware,3-363-210-3667,6,70,15,14,Print,Yes
6651204,Virginia,2-248-655-3700,8,125,4,1,Tradeshow,No
0663975,Virginia,1-472-248-6301,19,52,7,6,Webinar,Yes
9109453,Illinois,1-485-260-2264,12,108,10,4,Webinar,No
9282661,Georgia,6-383-662-5285,6,109,11,6,Webinar,No
4006276,Georgia,3-284-136-1320,13,122,11,8,Adwords,No
6032601,Georgia,2-531-828-8158,11,135,13,2,Tradeshow,No
3156556,New Jersey,8-782-032-6285,13,144,4,5,Print,No
6341889,New Jersey,7-168-783-3030,21,53,28,7,Adwords,Yes
2290818,Illinois,2-263-185-5372,2,130,14,4,Print,No
4337236,Montana,6-074-362-6728,12,134,10,5,Tradeshow,No
8298270,Virginia,8-318-253-4070,7,120,12,8,Print,No
8224978,Virginia,8-171-722-8474,3,136,3,8,Tradeshow,No
1387552,Virginia,3-071-044-8647,23,71,8,5,Tradeshow,Yes
7075753,Indiana,0-201-742-4167,16,92,10,1,Tradeshow,No
8004157,New York,7-851-640-7426,18,68,10,11,Print,Yes
8149906,Colorado,4-776-405-5355,17,112,4,7,Adwords,No
1710350,Connecticut,8-663-017-7351,5,91,6,3,Webinar,No
5028745,Pennsylvania,2-222-501-8231,24,56,16,8,Adwords,Yes
1931008,New York,6-726-306-5102,8,95,17,2,Adwords,No
3423090,Oregon,4-343-270-1725,9,126,10,8,Webinar,No
6611230,Montana,3-537-704-2113,19,99,16,14,Adwords,Yes
9823106,North Carolina,5-425-678-8733,4,142,19,1,Tradeshow,No
8272503,New Jersey,6-015-310-7370,17,124,18,3,Tradeshow,No
6578531,North Carolina,7-486-520-4328,4,96,7,7,Adwords,No
2145997,Delaware,0-731-405-4376,21,67,15,13,Print,Yes
1559379,Delaware,5-708-565-0563,14,64,22,12,Print,Yes
5873168,Delaware,8-530-228-7654,20,67,18,9,Tradeshow,Yes
0202585,North Carolina,2-315-027-5768,6,144,13,2,Tradeshow,No
8706571,Montana,4-250-661-4256,5,89,15,4,Print,No
8482572,Pennsylvania,3-810-400-0463,6,148,8,3,Tradeshow,No
7749650,Delaware,3-171-347-0554,10,88,6,8,Adwords,No
0869484,Vermont,6-840-504-8156,16,121,16,4,Print,No
5163306,Montana,5-818-345-3854,15,63,19,3,Print,Yes
9628248,Georgia,5-761-081-0846,16,101,7,1,Tradeshow,No
1699320,Oregon,8-824-483-5648,7,78,14,8,Print,No
8605036,North Carolina,7-108-080-3254,9,69,13,3,Tradeshow,Yes
3688738,Connecticut,4-876-837-8831,8,140,8,2,Tradeshow,No
5998851,Pennsylvania,3-024-371-3116,15,68,11,11,Adwords,Yes
9000563,Connecticut,1-050-786-8351,5,136,4,6,Print,No
0678780,Colorado,8-014-552-6564,12,111,6,5,Print,No
8544896,Ohio,8-612-686-3415,10,137,14,0,Tradeshow,No
9563699,Illinois,8-062-455-5037,15,133,10,1,Tradeshow,No
8461046,Montana,1-414-343-8407,10,134,3,5,Tradeshow,No
0466145,Colorado,0-216-040-2357,12,104,6,5,Print,No
7828638,North Carolina,3-053-716-0402,22,54,13,8,Print,Yes
8408935,Pennsylvania,6-275-747-8618,9,113,4,4,Tradeshow,No
9707691,Vermont,6-401-582-4104,4,75,18,0,Tradeshow,No
4431137,Oregon,4-876-062-5725,11,117,2,6,Print,No
0706452,Maryland,2-577-381-6537,26,73,17,12,Webinar,Yes
6217657,North Carolina,2-856-161-1007,5,115,10,3,Adwords,No
0939850,Vermont,1-015-616-3008,5,66,25,10,Adwords,Yes
2138710,Montana,2-473-175-7675,16,105,12,2,Webinar,No
8933770,Connecticut,5-141-047-1775,12,81,4,0,Print,No
5169644,Connecticut,4-234-520-7838,4,143,13,6,Tradeshow,No
8178104,Colorado,8-845-104-5610,3,145,14,8,Print,No
9871668,Indiana,3-572-714-6835,11,138,4,6,Print,No
5146779,Ohio,6-380-827-6367,16,104,14,6,Tradeshow,No
2747749,Ohio,4-017-816-6642,7,81,10,4,Print,No
6164361,Ohio,8-625-567-7013,8,94,18,3,Print,No
2831289,Montana,2-241-733-0535,6,80,2,1,Print,No
3997851,Oregon,2-252-268-3425,11,110,7,2,Adwords,No
6988040,Vermont,8-814-206-1120,6,95,4,5,Adwords,No
3941132,Ohio,1-670-100-7745,9,131,18,8,Webinar,No
2784118,Illinois,5-784-325-2250,4,148,4,6,Adwords,No
9548107,Connecticut,0-250-557-7445,6,125,14,2,Print,No
9517789,Ohio,4-853-737-3685,11,78,5,10,Adwords,Yes
3833356,Montana,3-242-441-2402,2,100,8,0,Print,No
2963733,Pennsylvania,1-882-462-8337,17,104,11,3,Print,No
9624187,Montana,3-115-627-0386,23,74,16,7,Webinar,Yes
4293815,North Carolina,2-404-617-8812,5,147,12,5,Webinar,No
1359430,Montana,6-180-776-7007,2,130,19,4,Tradeshow,No
1441617,Connecticut,5-722-701-0044,6,78,4,8,Webinar,No
0298212,Connecticut,1-544-057-0863,28,52,25,13,Webinar,Yes
5131542,Vermont,0-108-088-6347,5,146,18,8,Adwords,No
3411883,Connecticut,8-500-757-0773,12,132,16,5,Print,No
1410409,Montana,0-252-841-6247,28,99,9,13,Print,Yes
0557113,Georgia,7-355-830-6533,16,147,6,0,Tradeshow,No
4351110,Delaware,7-345-047-6356,25,57,7,8,Tradeshow,Yes
2100905,New Jersey,2-528-544-4466,16,97,5,10,Adwords,Yes
8409032,Vermont,8-611-054-7853,3,133,2,6,Webinar,No
7339452,North Carolina,6-451-323-1434,3,139,15,8,Tradeshow,No
6397824,New Jersey,4-383-566-4506,14,124,15,6,Print,No
1641602,North Carolina,3-842-837-6570,8,111,7,1,Tradeshow,No
5293049,Vermont,4-745-264-2528,11,100,13,8,Adwords,No
5720880,Oregon,5-558-037-8557,8,55,6,13,Adwords,Yes
3054934,Ohio,3-625-410-5281,21,56,10,5,Webinar,Yes
9858514,Oregon,7-116-648-7416,4,75,9,6,Tradeshow,No
8799223,Delaware,0-514-782-7360,14,137,11,6,Adwords,No
9039806,Ohio,7-086-231-3373,7,124,19,1,Tradeshow,No
5289284,Ohio,1-414-668-2524,6,68,13,11,Adwords,Yes
6762540,Connecticut,6-340-760-5066,6,90,2,3,Print,No
8949695,Ohio,7-074-130-5344,8,79,11,7,Print,No
7423272,Vermont,8-633-606-1120,19,130,27,10,Print,Yes
6700759,Wyoming,7-081-121-1118,2,94,14,1,Tradeshow,No
9278206,New Jersey,2-057-234-4374,6,135,19,2,Print,No
8403194,North Carolina,4-843-584-1145,10,77,12,7,Tradeshow,No
8887096,Maryland,8-208-553-3836,7,120,9,5,Print,No
2312066,Indiana,5-001-532-4674,23,98,14,3,Adwords,Yes
0536072,Pennsylvania,3-102-260-6618,10,141,16,6,Tradeshow,No
5167958,Illinois,8-473-725-5168,4,88,6,0,Adwords,No
1926102,Pennsylvania,3-284-557-3560,13,98,15,6,Webinar,No
3940261,Delaware,5-513-255-6771,11,147,6,8,Adwords,No
7367201,Vermont,5-245-532-2024,17,130,14,0,Tradeshow,No
3595268,Illinois,7-222-140-8420,21,80,24,4,Print,Yes
8425944,Illinois,7-076-022-4742,6,89,18,3,Print,No
3740611,Pennsylvania,4-184-710-1426,12,103,7,5,Webinar,No
6112668,Illinois,7-235-140-7400,7,102,7,0,Webinar,No
2256083,Montana,1-751-261-2157,11,115,18,2,Tradeshow,No
6618007,Delaware,7-087-364-3485,15,98,24,11,Adwords,Yes
7180498,Montana,3-610-238-2486,2,124,12,5,Print,No
1305708,Delaware,8-467-888-2714,16,81,8,11,Tradeshow,Yes
7145002,Delaware,5-317-666-8407,25,89,14,4,Tradeshow,Yes
0786956,Colorado,2-683-758-4848,11,77,2,8,Tradeshow,No
0762443,Oregon,2-466-521-5082,17,90,2,4,Print,No
3937019,North Carolina,7-166-656-1552,10,137,9,8,Webinar,No
1364915,Colorado,1-467-110-2277,9,108,8,3,Tradeshow,No
0923967,Oregon,0-653-510-6070,6,119,17,1,Print,No
7836107,Georgia,7-537-801-3341,17,135,15,2,Print,No
9521393,Colorado,3-025-610-0724,12,84,10,8,Adwords,No
3570858,Vermont,3-006-682-2176,16,93,9,3,Adwords,No
5558373,Vermont,6-060-123-1437,14,87,5,3,Tradeshow,No
3188499,Montana,5-840-266-5566,18,82,5,11,Adwords,Yes
4230020,Oregon,6-426-828-7452,11,105,6,6,Tradeshow,No
7246887,Illinois,0-070-128-7088,2,120,3,6,Print,No
4148300,Maryland,7-251-184-1802,16,75,21,8,Webinar,Yes
1477976,North Carolina,4-105-468-8226,8,115,2,7,Print,No
9480180,Illinois,5-358-086-6236,15,145,14,4,Adwords,No
8559551,Colorado,1-374-452-4567,16,136,2,3,Tradeshow,No
2650839,Colorado,5-518-230-8365,10,91,13,5,Adwords,No
6641121,Virginia,0-721-843-1833,5,93,5,4,Print,No
6054288,Ohio,1-303-288-0615,6,99,17,3,Adwords,No
2690509,Ohio,4-202-277-2154,11,122,18,8,Tradeshow,No
6111059,Indiana,4-878-070-7446,11,94,5,13,Webinar,Yes
8896376,Vermont,8-084-726-3706,8,107,9,1,Tradeshow,No
0912137,New Jersey,3-320-047-1602,25,53,11,3,Adwords,Yes
9738099,New Jersey,0-078-420-4371,9,51,12,7,Adwords,Yes
5621985,Delaware,1-354-653-7084,5,147,4,2,Print,No
2777599,Maryland,7-257-018-8825,14,134,9,0,Print,No
8997505,New Jersey,8-306-084-1324,2,132,13,5,Adwords,No
4119653,Ohio,5-803-775-3885,15,137,9,5,Tradeshow,No
3664569,Pennsylvania,5-525-266-3578,12,133,11,4,Webinar,No
3283574,Oregon,5-600-631-4834,11,113,5,3,Print,No
8104443,Pennsylvania,0-370-858-4873,7,97,27,3,Adwords,Yes
1913224,Vermont,7-142-416-3570,16,98,7,7,Print,No
3380008,Illinois,6-757-540-5523,13,124,7,1,Webinar,No
9078340,Indiana,4-605-757-6554,3,131,10,5,Webinar,No
3552173,Maryland,7-583-877-6542,29,97,23,12,Webinar,Yes
3406016,Georgia,0-108-622-7138,9,148,10,0,Webinar,No
7236135,Maryland,4-011-584-2724,20,85,13,4,Webinar,Yes
6504733,Vermont,3-586-866-2750,12,125,4,6,Tradeshow,No
1732808,Ohio,3-528-368-5503,16,97,19,4,Tradeshow,No
9462357,Montana,2-703-084-7527,11,83,2,0,Adwords,No
8823638,North Carolina,4-471-335-3034,7,113,3,0,Print,No
1684737,Oregon,5-443-508-3846,10,96,13,7,Print,No
0847728,Pennsylvania,8-258-554-2500,16,72,19,5,Adwords,Yes
9189565,Vermont,1-713-287-4615,12,145,5,6,Adwords,No
3508506,Maryland,5-655-473-7355,5,79,24,12,Webinar,Yes
0107424,Delaware,1-686-610-4767,4,110,12,1,Adwords,No
2871264,Colorado,4-871-488-7881,4,103,5,5,Tradeshow,No
1358912,Illinois,3-340-071-4382,5,144,3,8,Tradeshow,No
7508788,Colorado,6-015-470-8636,2,93,19,2,Tradeshow,No
0636583,Colorado,7-810-808-0060,7,98,5,2,Adwords,No
5670398,Montana,4-244-105-4248,14,119,10,5,Tradeshow,No
0304982,Vermont,8-347-821-7578,17,110,6,6,Tradeshow,No
7243580,Montana,2-252-772-0845,16,146,13,0,Tradeshow,No
3609799,Montana,7-425-786-4656,21,111,28,6,Print,Yes
3742303,Connecticut,2-232-727-6112,21,67,26,10,Webinar,Yes
9136250,Maryland,2-222-827-5821,5,96,4,10,Webinar,Yes
8359176,Vermont,5-646-862-2454,3,90,10,8,Adwords,No
0005948,Vermont,6-322-522-6012,2,96,7,5,Tradeshow,No
0059741,Illinois,1-576-654-5876,8,102,2,2,Tradeshow,No
5284164,New York,8-201-003-2410,11,136,8,3,Adwords,No
2489178,Illinois,6-732-600-0788,11,87,3,8,Tradeshow,No
5871498,Virginia,3-805-656-6541,4,121,5,1,Adwords,No
3167972,Georgia,8-100-682-0427,7,96,12,5,Print,No
1261286,Illinois,2-510-804-3620,10,96,12,7,Webinar,No
1060284,Pennsylvania,3-207-650-6470,10,124,16,4,Tradeshow,No
1124015,Vermont,2-087-662-6428,17,133,8,4,Tradeshow,No
4802269,Georgia,4-828-275-1833,3,142,2,2,Tradeshow,No
6531456,Maryland,0-651-067-3518,17,92,13,7,Print,No
9478577,Illinois,2-222-128-0217,5,82,5,7,Adwords,No
0580507,Virginia,1-263-376-5221,8,124,18,4,Tradeshow,No
9903978,North Carolina,2-186-756-4157,9,115,11,6,Print,No
5285473,Georgia,3-764-807-0025,16,106,6,0,Print,No
0042992,North Carolina,4-513-617-1664,12,94,4,0,Print,No
0691075,Colorado,7-158-183-4651,8,81,13,4,Print,No
8626468,North Carolina,4-228-770-6231,13,138,11,8,Tradeshow,No
8804706,Colorado,1-236-585-5281,11,86,17,7,Webinar,No
8965241,Oregon,1-145-057-3315,19,133,21,11,Print,Yes
3956492,New Jersey,5-056-545-1814,28,74,10,6,Adwords,Yes
9043582,Vermont,4-386-062-4127,2,92,10,2,Tradeshow,No
8838996,Illinois,8-688-821-5101,4,102,17,2,Webinar,No
0826463,Vermont,7-615-131-4321,5,129,19,1,Print,No
9502544,Delaware,0-785-206-1406,9,82,18,6,Adwords,No
2013899,Illinois,5-857-451-2154,2,82,7,3,Tradeshow,No
9194420,Vermont,3-472-077-0235,14,108,2,8,Tradeshow,No
1942356,Ohio,5-307-268-2218,13,89,15,3,Print,No
1730254,Illinois,6-220-428-2474,2,75,12,8,Adwords,No
4543894,Pennsylvania,3-877-733-2811,10,77,12,4,Webinar,No
7364750,Vermont,3-072-460-3874,2,120,12,4,Webinar,No
3351984,New Jersey,7-626-517-4343,17,85,17,4,Adwords,Yes
3985900,Georgia,5-766-006-5768,11,142,18,8,Adwords,No
1145567,North Carolina,2-652-588-8788,11,85,12,8,Webinar,No
7042485,Oregon,7-268-536-1013,7,81,16,7,Adwords,No
2838723,Georgia,8-577-776-7045,2,85,11,7,Tradeshow,No
7054858,Ohio,2-521-724-1815,15,101,10,7,Tradeshow,No
8935345,Delaware,4-031-681-4206,6,136,14,3,Print,No
7582694,North Carolina,3-655-625-5134,9,90,3,0,Print,No
9005786,North Carolina,4-800-476-0562,14,120,18,5,Tradeshow,No
8189557,Illinois,7-832-361-2702,17,115,9,4,Tradeshow,No
2480489,Delaware,8-120-043-2416,11,139,12,4,Print,No
4048816,North Carolina,3-705-764-2334,6,144,5,2,Webinar,No
9616812,Illinois,6-760-814-3012,8,94,12,8,Print,No
7477599,Delaware,4-403-286-8320,10,83,24,4,Tradeshow,Yes
4902722,Vermont,1-467-806-6473,2,120,18,7,Tradeshow,No
7751066,Illinois,3-827-765-6040,8,112,18,2,Tradeshow,No
1635521,Vermont,2-870-722-0620,10,133,12,0,Tradeshow,No
0007163,Pennsylvania,3-465-443-2507,20,71,26,6,Adwords,Yes
7415283,Indiana,2-002-760-2461,7,110,14,8,Print,No
1065760,Pennsylvania,3-604-388-0437,12,120,14,7,Tradeshow,No
4235417,Colorado,2-785-715-0452,7,102,16,2,Tradeshow,No
4309341,Connecticut,6-211-637-1133,2,140,19,2,Print,No
6025337,New Jersey,2-371-567-1542,17,57,9,6,Adwords,Yes
7271163,Montana,7-806-330-0310,9,134,9,6,Print,No
5445308,New York,6-141-884-8612,11,79,8,4,Print,No
9760604,Montana,0-836-507-2776,16,94,6,1,Tradeshow,No
4221028,Oregon,1-651-108-3886,4,109,16,5,Print,No
4484052,Montana,0-446-672-1036,4,132,11,6,Print,No
0067230,Georgia,4-253-341-6310,6,148,2,6,Adwords,No
8398405,Delaware,2-688-583-2866,12,99,16,5,Adwords,Yes
2371807,Illinois,7-351-605-6168,10,87,16,8,Print,No
1800924,Illinois,8-667-158-6414,10,97,2,0,Webinar,No
5677658,Ohio,2-682-886-4482,11,79,15,6,Webinar,No
5382420,Georgia,7-787-612-1605,13,132,13,2,Tradeshow,No
2156398,Colorado,4-137-010-8053,16,102,2,8,Print,No
7626247,Oregon,7-265-317-8812,9,136,9,5,Tradeshow,No
9925742,Illinois,8-375-154-8835,13,149,7,6,Webinar,No
5483760,Colorado,8-060-781-8143,12,122,11,1,Webinar,No
9287910,Georgia,4-323-356-5768,15,82,6,7,Tradeshow,No
3119924,North Carolina,1-885-276-5467,21,88,22,11,Adwords,Yes
0580754,Montana,2-550-814-7352,9,116,17,6,Tradeshow,No
6297940,New Jersey,0-140-845-1552,6,83,10,10,Adwords,Yes
0357259,Georgia,3-832-570-0024,17,140,2,2,Tradeshow,No
0552286,New Jersey,1-312-508-3144,11,80,5,6,Adwords,Yes
6989372,Montana,7-034-360-2780,24,73,26,11,Print,Yes
2652366,Connecticut,6-633-476-6411,24,53,20,5,Webinar,Yes
7393133,New Jersey,2-136-421-8546,19,60,16,14,Adwords,Yes
3257594,Maryland,1-675-310-6308,4,119,12,0,Tradeshow,No
8819296,Georgia,3-634-568-4236,11,132,12,7,Print,No
3725536,Montana,8-231-608-5521,15,60,17,11,Adwords,Yes
3107667,Illinois,3-822-168-3388,2,106,7,3,Print,No
5660077,Montana,6-427-038-5887,17,63,24,7,Print,Yes
0521298,North Carolina,4-081-148-4067,13,90,9,3,Adwords,No
7732240,New York,8-417-357-4345,12,114,16,7,Adwords,No
